Region Name,Region Type,Data Type,Oct 09,Nov 09,Dec 09,Jan 10,Feb 10,Mar 10,Apr 10,May 10,Jun 10,Jul 10,Aug 10,Sep 10,Oct 10,Nov 10,Dec 10,Jan 11,Feb 11,Mar 11,Apr 11,May 11,Jun 11,Jul 11,Aug 11,Sep 11,Oct 11,Nov 11,Dec 11,Jan 12,Feb 12,Mar 12,Apr 12,May 12,Jun 12,Jul 12,Aug 12,Sep 12,Oct 12,Nov 12,Dec 12,Jan 13,Feb 13,Mar 13,Apr 13,May 13,Jun 13,Jul 13,Aug 13,Sep 13,Oct 13,Nov 13,Dec 13,Jan 14,Feb 14,Mar 14,Apr 14,May 14,Jun 14,Jul 14,Aug 14,Sep 14,Oct 14,Nov 14,Dec 14,Jan 15,Feb 15,Mar 15,Apr 15,May 15,Jun 15,Jul 15,Aug 15,Sep 15,Oct 15,Nov 15,Dec 15,Jan 16,Feb 16,Mar 16,Apr 16,May 16,Jun 16,Jul 16,Aug 16,Sep 16,Oct 16,Nov 16,Dec 16,Jan 17,Feb 17,Mar 17,Apr 17,May 17,Jun 17,Jul 17,Aug 17,Sep 17,Oct 17,Nov 17,Dec 17,Jan 18,Feb 18,Mar 18,Apr 18,May 18,Jun 18,Jul 18,Aug 18,Sep 18,Oct 18,Nov 18,Dec 18,Jan 19,Feb 19,Mar 19,Apr 19,May 19,Jun 19,Jul 19,Aug 19,Sep 19
Glen Oaks,neighborhood,All Homes,"$454,600","$458,700","$464,200","$466,700","$467,100","$469,000","$470,500","$471,100","$474,500","$478,600","$478,300","$474,000","$472,400","$473,000","$476,700","$482,300","$487,300","$487,500","$488,200","$488,600","$486,000","$480,100","$478,200","$482,500","$484,900","$478,300","$464,900","$454,200","$448,800","$446,800","$446,100","$447,400","$450,300","$453,300","$454,600","$456,000","$457,300","$457,000","$455,400","$455,600","$458,800","$461,600","$461,900","$463,700","$466,600","$468,900","$472,700","$478,100","$484,100","$494,600","$508,500","$520,200","$526,000","$528,700","$531,200","$533,000","$535,100","$540,300","$546,100","$548,600","$548,500","$547,300","$544,800","$540,000","$535,700","$537,100","$544,400","$552,200","$557,100","$558,600","$558,300","$559,300","$561,800","$564,900","$566,600","$566,800","$566,800","$568,200","$570,700","$574,400","$575,900","$578,400","$584,500","$589,500","$592,300","$596,700","$604,200","$613,100","$623,000","$629,300","$626,900","$617,700","$610,900","$609,600","$610,500","$611,100","$611,500","$611,900","$612,200","$612,900","$613,400","$615,400","$620,500","$625,900","$628,700","$629,400","$628,500","$628,400","$629,700","$631,900","$635,600","$641,600","$646,400","$646,800","$644,400","$644,700","$649,000","$653,900","$655,200","$652,700"
Glendale,neighborhood,All Homes,"$426,200","$427,800","$430,100","$431,800","$432,000","$433,300","$434,400","$435,900","$438,200","$440,800","$437,900","$430,500","$425,800","$423,600","$422,800","$423,300","$424,200","$420,200","$415,100","$411,900","$408,600","$404,000","$403,200","$408,100","$411,800","$408,100","$399,900","$394,100","$393,400","$395,700","$397,400","$398,200","$401,700","$405,300","$406,600","$406,600","$406,700","$408,800","$412,200","$413,100","$412,100","$413,400","$418,400","$423,800","$425,300","$424,700","$425,200","$426,900","$429,700","$433,900","$438,000","$443,100","$448,100","$452,400","$456,200","$458,800","$461,200","$466,700","$474,600","$479,500","$480,000","$479,800","$480,500","$481,300","$482,200","$482,600","$480,600","$479,800","$482,600","$488,600","$494,800","$499,600","$503,800","$509,400","$514,000","$518,100","$522,500","$526,900","$530,700","$534,400","$537,400","$538,700","$541,500","$546,400","$553,600","$564,200","$577,100","$586,500","$590,400","$594,400","$600,200","$606,900","$611,400","$614,100","$615,200","$617,600","$619,800","$620,600","$623,000","$628,800","$634,000","$638,900","$645,400","$652,100","$656,400","$658,400","$658,200","$658,800","$661,900","$664,100","$663,100","$663,600","$667,700","$668,600","$664,700","$659,400","$655,600","$652,800","$651,200","$649,500"
Hillcrest,neighborhood,All Homes,"$481,000","$482,100","$483,900","$482,800","$482,100","$483,000","$481,600","$477,600","$479,000","$482,500","$483,800","$482,700","$482,700","$481,800","$482,900","$486,300","$490,900","$493,400","$497,900","$503,500","$504,700","$500,700","$498,300","$499,200","$497,800","$493,800","$487,100","$480,200","$474,500","$471,700","$469,400","$468,300","$468,900","$471,100","$472,800","$474,300","$475,600","$478,100","$481,000","$484,400","$487,500","$491,400","$494,400","$497,600","$502,700","$509,100","$513,700","$517,100","$521,600","$527,600","$532,200","$535,800","$540,000","$543,500","$547,200","$550,800","$552,900","$554,800","$558,000","$560,100","$562,800","$568,300","$576,400","$585,200","$592,300","$598,100","$603,400","$609,500","$616,800","$625,300","$633,500","$641,000","$647,500","$653,000","$658,500","$664,000","$668,100","$671,000","$673,900","$676,100","$678,400","$680,500","$682,000","$684,600","$688,200","$691,400","$696,200","$703,000","$708,400","$713,900","$721,200","$726,700","$727,200","$731,400","$741,600","$751,500","$758,200","$762,300","$763,100","$763,500","$765,800","$769,900","$776,300","$784,300","$789,400","$788,900","$787,000","$789,200","$794,800","$798,500","$799,000","$800,300","$804,200","$804,600","$800,300","$797,600","$797,700","$796,900","$794,000","$790,000"
Hollis,neighborhood,All Homes,"$364,100","$365,100","$366,400","$367,200","$367,600","$366,600","$364,300","$363,000","$363,700","$363,900","$361,200","$355,800","$351,600","$347,800","$344,900","$343,100","$343,100","$342,500","$342,600","$343,500","$342,900","$340,600","$340,300","$344,300","$348,200","$348,800","$347,200","$345,700","$344,000","$342,300","$341,000","$341,800","$344,500","$347,200","$349,500","$351,700","$352,900","$354,100","$356,100","$357,600","$359,400","$362,100","$365,400","$366,900","$366,900","$367,000","$368,000","$368,400","$367,800","$368,400","$370,500","$373,200","$376,300","$379,300","$381,500","$382,800","$383,900","$386,200","$389,400","$391,700","$392,700","$393,500","$394,100","$394,600","$393,400","$392,400","$391,800","$393,000","$395,400","$397,900","$398,600","$399,400","$401,000","$403,300","$406,300","$408,500","$410,400","$413,600","$416,100","$416,400","$417,200","$419,900","$423,600","$426,300","$429,700","$435,200","$441,000","$445,300","$448,300","$451,300","$456,200","$459,900","$460,100","$459,000","$459,000","$459,800","$460,200","$457,500","$452,800","$450,800","$452,000","$454,600","$457,600","$462,300","$467,300","$471,700","$474,300","$478,100","$486,100","$496,100","$503,500","$508,700","$513,000","$514,500","$513,800","$514,300","$517,700","$520,000","$520,100","$519,000"
Holliswood,neighborhood,All Homes,"$761,300","$762,400","$763,000","$762,900","$763,300","$757,000","$743,500","$733,600","$731,200","$726,100","$716,800","$705,400","$699,200","$694,900","$694,700","$694,900","$698,600","$703,700","$712,900","$720,100","$724,800","$726,000","$727,200","$728,700","$727,100","$724,500","$720,100","$714,700","$707,300","$702,800","$699,800","$697,300","$693,600","$690,100","$688,600","$690,300","$692,600","$696,000","$702,600","$712,900","$723,100","$730,600","$734,100","$738,200","$743,300","$749,600","$760,600","$775,500","$786,500","$788,100","$782,600","$778,800","$779,600","$781,500","$784,400","$788,100","$792,500","$799,700","$808,000","$815,900","$824,500","$833,600","$843,100","$849,600","$852,400","$854,900","$857,100","$858,800","$863,300","$871,500","$877,100","$879,300","$882,200","$886,600","$889,900","$893,500","$898,100","$905,700","$915,100","$921,900","$924,500","$923,900","$921,600","$918,600","$916,200","$915,400","$916,700","$918,300","$918,400","$918,000","$922,500","$926,600","$925,200","$922,000","$921,600","$922,900","$924,500","$928,600","$932,500","$939,800","$949,900","$962,200","$974,500","$989,300","$999,700","$1,003,400","$1,000,000","$997,600","$1,000,600","$1,009,100","$1,015,800","$1,017,200","$1,014,500","$1,010,300","$1,001,500","$994,500","$992,300","$994,500","$999,100","$1,001,100"
Howard Beach,neighborhood,All Homes,"$526,200","$525,400","$524,300","$526,100","$527,300","$528,800","$530,100","$530,400","$530,800","$536,800","$540,600","$537,800","$536,500","$535,400","$533,800","$534,400","$539,000","$539,200","$537,200","$537,600","$537,600","$534,200","$535,300","$543,500","$547,600","$545,400","$544,100","$541,200","$531,000","$518,900","$511,500","$509,800","$507,500","$502,100","$494,300","$486,000","$481,700","$484,300","$488,200","$490,700","$494,200","$500,500","$510,100","$519,800","$525,000","$524,200","$521,700","$522,000","$521,700","$519,300","$515,600","$512,100","$511,400","$513,600","$513,800","$509,700","$509,000","$513,900","$519,700","$522,700","$524,000","$525,100","$528,300","$531,200","$531,500","$532,500","$534,700","$536,800","$540,300","$544,400","$547,200","$546,900","$547,400","$547,900","$547,000","$546,900","$551,000","$555,400","$558,300","$560,300","$561,300","$563,600","$570,600","$578,300","$584,700","$594,000","$605,100","$613,900","$620,700","$625,400","$629,600","$632,700","$633,700","$633,300","$633,200","$635,100","$638,700","$638,600","$635,500","$635,000","$637,200","$640,200","$640,800","$643,200","$649,500","$656,600","$660,000","$665,000","$671,100","$677,200","$680,900","$684,300","$689,200","$693,900","$695,400","$695,100","$695,100","$695,400","$695,600","$695,400"
Hunters Point,neighborhood,All Homes,"$639,700","$641,500","$644,200","$645,900","$649,200","$636,600","$609,600","$591,400","$589,600","$589,000","$585,200","$578,500","$573,900","$569,300","$565,300","$564,700","$567,300","$574,800","$586,800","$596,300","$603,400","$609,900","$617,700","$629,200","$636,000","$634,800","$632,100","$631,000","$629,400","$630,200","$631,500","$632,000","$631,600","$629,900","$629,500","$632,000","$636,700","$641,500","$647,100","$653,000","$661,900","$671,600","$682,000","$692,400","$702,500","$713,500","$727,900","$744,900","$759,400","$771,200","$783,200","$794,500","$803,600","$812,000","$816,700","$817,500","$821,000","$832,800","$843,600","$850,500","$861,100","$880,200","$898,500","$912,300","$920,300","$931,600","$951,900","$973,600","$988,700","$1,003,800","$1,019,000","$1,029,200","$1,037,400","$1,043,200","$1,046,100","$1,061,000","$1,086,300","$1,103,800","$1,120,500","$1,142,700","$1,155,100","$1,156,300","$1,161,500","$1,168,600","$1,174,200","$1,181,700","$1,189,000","$1,187,200","$1,175,400","$1,169,800","$1,168,200","$1,164,600","$1,157,400","$1,153,200","$1,151,300","$1,154,300","$1,160,200","$1,165,200","$1,170,700","$1,176,600","$1,178,200","$1,177,500","$1,179,100","$1,185,400","$1,193,400","$1,195,700","$1,191,000","$1,183,900","$1,175,200","$1,172,800","$1,174,800","$1,170,100","$1,166,200","$1,177,200","$1,190,800","$1,193,800","$1,189,400","$1,182,200","$1,167,600","$1,153,200"
Jackson Heights,neighborhood,All Homes,"$380,800","$381,500","$381,900","$375,500","$372,000","$368,900","$363,700","$360,600","$366,700","$369,000","$367,700","$361,200","$353,100","$347,600","$347,500","$351,600","$353,500","$351,700","$350,200","$348,600","$342,200","$335,900","$338,900","$347,000","$352,900","$355,300","$353,400","$348,600","$345,700","$343,700","$340,900","$339,600","$340,800","$343,900","$344,600","$346,400","$345,600","$341,300","$338,100","$336,400","$332,300","$331,700","$335,700","$339,700","$342,300","$344,200","$342,800","$340,200","$341,300","$345,700","$350,000","$354,100","$358,500","$362,800","$363,800","$362,900","$364,900","$370,200","$374,000","$375,300","$378,900","$383,500","$385,100","$386,600","$391,100","$394,100","$396,100","$399,900","$401,400","$399,000","$397,600","$397,300","$400,200","$406,500","$412,500","$418,200","$425,200","$432,700","$443,800","$455,200","$460,300","$463,300","$469,300","$478,200","$485,800","$491,800","$498,500","$506,800","$511,000","$513,700","$516,500","$514,700","$509,100","$508,900","$513,200","$517,500","$519,000","$521,300","$525,100","$531,300","$533,800","$537,100","$543,300","$553,200","$563,600","$572,700","$573,900","$569,700","$566,100","$563,900","$561,300","$559,100","$562,200","$563,600","$557,100","$550,500","$551,200","$553,500","$555,800","$558,400"
Jamaica,neighborhood,All Homes,"$327,200","$325,400","$324,800","$321,200","$319,200","$318,400","$315,500","$311,000","$310,700","$310,100","$307,700","$304,400","$302,500","$299,700","$296,500","$295,000","$294,900","$293,400","$292,700","$294,100","$294,200","$292,300","$291,500","$292,600","$291,700","$290,000","$289,500","$290,700","$291,300","$291,400","$291,000","$290,400","$290,800","$292,200","$293,000","$293,600","$294,400","$295,200","$295,100","$293,600","$292,900","$294,100","$295,100","$296,200","$297,800","$300,000","$302,000","$304,700","$307,700","$312,400","$317,400","$322,400","$326,100","$329,700","$333,400","$335,700","$335,900","$336,900","$339,300","$341,100","$341,400","$338,600","$335,900","$334,600","$333,800","$332,700","$333,600","$336,300","$340,700","$345,400","$349,600","$352,500","$355,800","$359,800","$363,200","$366,700","$369,200","$371,300","$374,200","$377,900","$380,400","$382,200","$384,100","$385,500","$387,400","$390,100","$393,100","$394,800","$394,400","$393,500","$394,000","$394,900","$393,100","$391,100","$389,900","$389,400","$391,900","$397,500","$403,000","$408,400","$414,400","$419,900","$424,400","$430,300","$437,800","$443,900","$446,000","$448,400","$451,700","$454,000","$456,100","$459,400","$462,600","$464,500","$463,600","$459,500","$454,800","$453,300","$456,500","$459,800"
Jamaica Estates,neighborhood,All Homes,"$819,200","$822,400","$817,000","$812,400","$819,000","$805,900","$768,000","$743,800","$740,400","$737,600","$731,300","$721,800","$716,300","$710,800","$711,600","$716,900","$723,300","$733,600","$750,900","$759,600","$757,600","$751,500","$753,500","$762,300","$762,700","$753,300","$742,400","$731,700","$722,600","$722,200","$723,000","$721,600","$720,900","$724,700","$728,000","$731,800","$736,800","$746,100","$756,100","$764,700","$772,800","$778,700","$785,100","$795,000","$805,800","$813,300","$819,900","$824,400","$827,400","$832,300","$836,900","$839,500","$842,800","$849,600","$856,200","$860,400","$866,600","$871,700","$873,000","$873,400","$879,600","$886,500","$894,100","$898,600","$901,500","$902,000","$903,500","$906,800","$910,200","$915,500","$921,500","$928,300","$933,900","$938,400","$941,200","$948,400","$952,600","$956,500","$963,200","$969,900","$974,100","$980,100","$986,400","$990,000","$989,400","$989,300","$995,400","$1,002,600","$1,001,800","$998,600","$1,003,000","$1,012,700","$1,020,000","$1,028,400","$1,035,300","$1,042,000","$1,051,000","$1,063,600","$1,070,300","$1,073,400","$1,073,800","$1,080,100","$1,088,100","$1,095,700","$1,100,800","$1,105,400","$1,107,100","$1,110,500","$1,120,200","$1,132,100","$1,142,300","$1,150,800","$1,161,000","$1,170,500","$1,184,500","$1,194,600","$1,194,400","$1,190,200","$1,193,500","$1,197,700"
Jamaica Hills,neighborhood,All Homes,"$471,400","$471,500","$472,800","$473,200","$472,800","$468,800","$462,600","$461,500","$468,500","$473,100","$470,000","$463,400","$459,800","$455,800","$452,600","$451,600","$453,700","$454,100","$454,000","$452,200","$447,300","$440,400","$436,800","$438,800","$438,800","$432,800","$425,000","$419,900","$418,200","$421,300","$425,200","$426,600","$427,800","$431,100","$435,700","$441,700","$448,000","$454,200","$459,900","$465,900","$470,000","$472,800","$475,700","$480,000","$484,300","$487,700","$491,200","$494,500","$498,500","$505,700","$512,800","$516,600","$519,300","$523,200","$527,600","$531,300","$533,500","$536,300","$539,500","$542,000","$543,900","$546,800","$550,600","$554,300","$556,400","$559,600","$564,400","$570,200","$574,600","$578,800","$583,200","$588,500","$594,400","$597,600","$597,600","$597,600","$598,400","$597,200","$597,900","$602,000","$608,400","$616,000","$620,700","$619,800","$623,200","$636,200","$650,800","$660,000","$664,600","$668,500","$672,300","$674,900","$675,800","$678,700","$681,900","$684,000","$682,600","$678,300","$676,800","$684,300","$695,600","$705,900","$715,100","$724,200","$731,600","$738,500","$745,200","$750,100","$751,700","$753,200","$756,300","$759,600","$764,600","$765,600","$760,000","$752,300","$747,700","$743,600","$745,400","$750,100"
Kew Gardens,neighborhood,All Homes,"$434,600","$433,900","$429,900","$427,100","$430,800","$427,600","$413,000","$404,200","$407,100","$411,800","$412,500","$408,900","$406,400","$402,100","$398,700","$397,300","$396,300","$394,100","$395,600","$399,700","$401,800","$399,500","$399,400","$403,700","$405,400","$403,300","$402,500","$403,800","$405,300","$407,700","$408,900","$409,800","$410,800","$411,300","$412,000","$414,900","$417,400","$420,200","$422,100","$420,200","$416,500","$417,000","$423,300","$429,500","$432,000","$434,100","$437,200","$440,800","$445,500","$450,500","$453,100","$455,200","$459,900","$467,500","$474,100","$476,600","$478,500","$483,600","$488,800","$490,200","$488,100","$485,500","$485,700","$487,100","$487,100","$487,500","$486,400","$484,500","$482,500","$480,000","$474,300","$472,100","$480,000","$495,000","$507,900","$517,800","$523,500","$523,800","$520,000","$517,000","$515,600","$516,800","$519,500","$520,100","$518,900","$519,700","$522,000","$523,600","$522,700","$522,700","$528,400","$535,600","$540,500","$547,300","$558,600","$570,000","$576,600","$579,500","$582,300","$586,800","$593,800","$601,000","$611,000","$624,300","$635,000","$637,500","$637,400","$638,300","$639,400","$639,100","$640,900","$644,400","$647,800","$653,200","$658,800","$657,700","$652,700","$650,400","$649,400","$646,700"
Kew Gardens Hills,neighborhood,All Homes,"$472,900","$473,800","$475,300","$474,700","$473,900","$476,300","$478,800","$478,500","$479,400","$482,600","$484,000","$483,100","$483,600","$483,200","$482,100","$482,500","$486,000","$488,700","$492,100","$495,400","$495,100","$491,500","$491,700","$496,900","$499,600","$499,300","$498,000","$496,700","$494,600","$493,000","$490,400","$488,700","$490,200","$493,200","$495,400","$495,800","$494,300","$494,000","$496,400","$500,100","$503,300","$504,900","$506,900","$511,300","$516,700","$521,100","$523,800","$525,400","$529,800","$535,600","$540,800","$545,200","$548,300","$550,800","$554,000","$556,900","$558,800","$562,100","$567,300","$572,500","$576,800","$581,400","$586,000","$591,400","$598,300","$605,400","$611,800","$619,300","$627,600","$634,900","$639,600","$643,500","$648,300","$654,100","$660,500","$667,600","$673,400","$677,900","$682,000","$686,200","$690,400","$694,100","$697,300","$700,800","$704,500","$708,900","$713,600","$717,900","$720,900","$724,500","$729,100","$733,500","$735,500","$739,800","$748,000","$756,800","$765,600","$773,500","$778,500","$781,400","$784,300","$788,100","$793,100","$800,700","$808,900","$814,200","$813,800","$813,000","$814,000","$814,600","$813,100","$813,700","$817,100","$818,300","$814,900","$808,200","$799,700","$793,000","$791,600","$792,300"
Laurelton,neighborhood,All Homes,"$362,100","$363,000","$364,900","$366,200","$366,200","$367,200","$368,200","$368,100","$368,600","$370,400","$368,000","$362,100","$358,200","$354,400","$350,100","$347,800","$348,100","$347,300","$347,100","$348,500","$348,300","$346,600","$347,500","$351,600","$352,400","$349,600","$347,500","$348,000","$348,900","$350,100","$350,300","$349,300","$349,400","$349,800","$350,100","$351,900","$354,900","$356,500","$356,100","$354,900","$355,100","$355,500","$356,100","$358,000","$360,000","$359,700","$359,700","$360,400","$361,000","$363,500","$367,900","$371,200","$373,400","$375,600","$377,100","$377,300","$378,000","$381,300","$385,700","$388,600","$391,100","$394,500","$397,200","$399,000","$399,600","$400,000","$400,900","$403,800","$407,200","$410,000","$412,000","$413,600","$414,600","$415,800","$416,900","$417,700","$418,500","$418,900","$419,200","$418,500","$417,200","$416,800","$417,300","$417,000","$417,800","$419,900","$422,500","$424,300","$426,400","$431,500","$437,600","$441,000","$442,500","$443,600","$444,200","$444,700","$445,600","$447,100","$448,500","$448,800","$447,300","$446,700","$449,400","$454,200","$457,000","$457,300","$458,200","$461,800","$466,400","$468,800","$470,300","$473,000","$476,000","$474,700","$470,300","$469,300","$473,500","$478,600","$480,900","$480,300"
Malba,neighborhood,All Homes,"$868,100","$876,500","$883,700","$888,900","$891,900","$895,900","$898,800","$896,600","$895,100","$898,300","$894,500","$879,900","$870,100","$858,400","$846,300","$839,500","$843,500","$846,700","$853,100","$862,300","$865,400","$859,000","$859,600","$873,700","$885,800","$892,300","$894,400","$895,400","$896,400","$899,200","$899,600","$900,900","$909,500","$920,900","$929,700","$937,100","$945,200","$955,400","$962,000","$959,300","$954,600","$958,300","$964,800","$969,300","$975,700","$980,200","$985,200","$993,900","$996,600","$995,600","$1,008,300","$1,029,600","$1,036,200","$1,028,800","$1,021,500","$1,023,800","$1,026,100","$1,031,200","$1,037,000","$1,039,500","$1,038,200","$1,044,600","$1,055,500","$1,065,800","$1,075,900","$1,090,200","$1,105,000","$1,117,600","$1,130,700","$1,145,700","$1,156,900","$1,162,400","$1,170,300","$1,178,700","$1,180,200","$1,183,400","$1,196,800","$1,212,000","$1,222,600","$1,221,600","$1,214,500","$1,215,000","$1,224,400","$1,227,200","$1,229,300","$1,239,700","$1,256,500","$1,271,800","$1,278,100","$1,277,500","$1,281,700","$1,293,100","$1,302,300","$1,306,600","$1,312,500","$1,325,600","$1,341,300","$1,348,200","$1,350,200","$1,354,700","$1,361,400","$1,366,400","$1,373,600","$1,388,200","$1,403,200","$1,411,800","$1,417,200","$1,426,400","$1,433,700","$1,434,400","$1,426,000","$1,421,200","$1,427,400","$1,437,300","$1,439,200","$1,430,200","$1,420,500","$1,409,100","$1,386,900","$1,363,000"
Maspeth,neighborhood,All Homes,"$460,000","$460,700","$462,300","$460,100","$458,200","$458,800","$458,000","$454,500","$454,500","$455,500","$453,100","$447,800","$444,300","$440,400","$438,300","$440,800","$444,800","$445,100","$446,500","$449,600","$449,800","$447,700","$448,100","$452,100","$455,100","$454,700","$449,800","$445,700","$443,800","$442,200","$439,800","$439,000","$438,500","$438,400","$440,100","$443,000","$444,800","$446,600","$450,100","$454,200","$456,300","$457,900","$461,000","$466,200","$471,400","$475,100","$478,500","$482,900","$487,400","$492,200","$497,500","$501,300","$504,500","$507,800","$510,200","$511,500","$513,500","$517,600","$523,300","$528,600","$534,600","$542,000","$547,400","$550,600","$555,500","$563,200","$569,700","$574,000","$579,400","$586,200","$589,900","$591,000","$591,600","$591,500","$592,600","$595,700","$597,400","$599,100","$603,800","$610,200","$616,100","$620,600","$622,400","$623,700","$626,200","$631,600","$638,400","$644,500","$649,400","$654,400","$657,400","$659,200","$661,400","$665,300","$669,400","$673,900","$677,800","$679,000","$679,900","$683,300","$686,000","$688,500","$692,900","$698,300","$700,000","$699,700","$700,100","$701,900","$704,200","$709,100","$713,700","$716,700","$720,400","$721,900","$720,600","$717,500","$715,200","$715,200","$717,700","$718,100"
Middle Village,neighborhood,All Homes,"$481,000","$483,500","$486,700","$488,100","$488,400","$490,000","$490,800","$490,000","$491,100","$493,900","$492,700","$486,900","$482,500","$478,500","$475,100","$474,700","$477,000","$476,000","$474,600","$475,600","$474,300","$469,600","$469,100","$475,400","$480,000","$479,900","$476,300","$470,900","$466,300","$465,300","$465,800","$465,800","$467,100","$469,400","$471,800","$475,000","$478,700","$482,500","$487,500","$494,000","$499,100","$502,900","$507,100","$512,200","$517,400","$521,500","$524,600","$527,300","$529,800","$532,100","$534,900","$538,400","$542,600","$546,600","$549,600","$552,100","$555,600","$561,100","$567,400","$571,800","$575,400","$581,300","$588,700","$594,400","$598,500","$602,500","$605,800","$607,600","$610,000","$614,600","$617,100","$616,100","$614,200","$613,300","$612,800","$614,500","$617,800","$620,000","$622,500","$627,300","$632,200","$636,800","$642,600","$649,300","$657,600","$666,600","$673,700","$679,600","$686,100","$693,800","$701,700","$708,100","$710,300","$710,400","$712,600","$717,500","$721,600","$723,800","$725,800","$727,600","$727,100","$724,500","$722,400","$722,200","$721,300","$720,000","$718,800","$718,400","$719,000","$722,800","$725,700","$725,500","$725,300","$728,700","$732,500","$734,800","$738,200","$742,800","$745,200","$744,200"
Murray Hill,neighborhood,All Homes,"$574,900","$578,600","$582,900","$586,100","$587,600","$589,000","$589,900","$589,700","$590,700","$593,900","$592,500","$585,900","$582,100","$578,900","$576,000","$575,300","$578,900","$579,900","$580,300","$582,300","$582,300","$578,100","$575,600","$577,900","$576,400","$570,600","$564,200","$559,700","$555,200","$552,400","$548,400","$545,800","$547,300","$549,300","$549,600","$552,300","$556,300","$560,300","$562,100","$561,700","$561,600","$565,300","$573,700","$583,300","$590,600","$595,600","$601,500","$607,400","$613,600","$620,600","$629,100","$637,900","$645,800","$650,700","$652,800","$654,900","$658,300","$664,000","$670,200","$674,900","$678,800","$683,700","$689,100","$694,100","$697,900","$701,700","$704,600","$706,100","$708,600","$713,900","$720,700","$726,200","$731,800","$737,100","$740,000","$742,400","$746,500","$749,700","$752,900","$756,900","$759,800","$762,400","$766,100","$767,600","$768,800","$774,500","$783,900","$791,800","$797,200","$803,200","$810,500","$817,000","$821,700","$827,100","$833,400","$840,700","$847,600","$852,200","$856,800","$862,700","$865,500","$866,500","$869,800","$876,000","$882,200","$886,200","$887,900","$892,100","$897,300","$900,000","$899,500","$899,400","$903,400","$909,600","$913,100","$910,700","$905,100","$900,400","$896,900","$892,100"
Neponsit,neighborhood,All Homes,"$973,500","$986,200","$999,600","$1,009,000","$1,013,600","$1,016,400","$1,017,900","$1,018,800","$1,022,100","$1,029,500","$1,033,500","$1,022,500","$1,007,000","$990,000","$977,600","$972,400","$972,800","$967,600","$966,600","$971,000","$968,400","$962,000","$967,300","$987,900","$1,006,000","$1,014,000","$1,013,000","$1,012,500","$1,012,900","$1,015,300","$1,014,600","$1,014,200","$1,020,700","$1,027,500","$1,024,500","$1,016,800","$1,015,600","$1,022,400","$1,027,500","$1,025,800","$1,025,000","$1,030,500","$1,040,600","$1,049,600","$1,049,000","$1,039,100","$1,028,700","$1,023,400","$1,023,400","$1,019,600","$1,004,400","$981,100","$951,300","$920,700","$900,800","$892,700","$901,000","$912,900","$915,800","$911,700","$906,800","$903,200","$916,300","$938,600","$960,500","$979,200","$986,100","$978,900","$974,300","$978,000","$976,100","$963,800","$951,900","$949,000","$957,700","$977,000","$999,400","$1,019,500","$1,041,800","$1,065,000","$1,080,300","$1,089,000","$1,100,200","$1,118,500","$1,129,100","$1,111,400","$1,069,300","$1,031,800","$1,008,800","$996,000","$987,600","$983,000","$979,200","$974,300","$972,300","$976,900","$987,200","$1,005,800","$1,024,800","$1,039,300","$1,054,800","$1,075,400","$1,095,600","$1,113,500","$1,116,900","$1,116,200","$1,130,100","$1,152,200","$1,168,100","$1,191,800","$1,220,500","$1,237,600","$1,246,700","$1,252,000","$1,248,700","$1,237,700","$1,231,000","$1,231,600","$1,234,100","$1,230,900"
Oakland Gardens,neighborhood,All Homes,"$634,900","$639,000","$644,800","$648,800","$649,300","$649,300","$647,900","$644,900","$645,900","$649,500","$647,500","$640,700","$636,600","$631,400","$626,100","$624,800","$627,600","$626,600","$625,700","$626,600","$625,300","$620,100","$619,000","$622,800","$624,400","$622,900","$619,800","$617,100","$615,400","$614,600","$612,900","$611,800","$611,400","$611,000","$612,200","$616,400","$619,500","$621,900","$624,600","$627,300","$627,100","$628,500","$634,600","$643,100","$648,700","$652,000","$654,300","$656,900","$662,300","$670,300","$677,600","$683,400","$688,000","$690,400","$692,500","$695,700","$700,900","$709,500","$718,000","$720,700","$720,800","$724,400","$730,300","$733,000","$736,000","$741,500","$744,500","$745,100","$747,300","$752,500","$757,100","$762,000","$767,100","$772,900","$775,400","$779,600","$788,100","$798,200","$804,700","$809,900","$814,800","$816,100","$817,500","$819,100","$820,500","$823,400","$831,000","$837,600","$841,000","$843,900","$849,800","$857,100","$862,200","$866,900","$871,800","$877,000","$882,000","$884,300","$883,500","$882,800","$880,800","$879,900","$882,900","$886,600","$889,600","$892,500","$895,300","$901,900","$910,000","$913,200","$914,400","$918,600","$926,000","$932,300","$933,300","$929,300","$924,800","$922,500","$920,900","$917,600"
